"","results.Control.unstrat","results.Treatment.unstrat","results.std.diff.unstrat","results.p.unstrat"
"female",0.499250149962841,0.49962971434517,0.0196727741045214,0.628270377715815
"below_18",0.219424646225434,0.220698563308836,0.0389547812448612,0.337773975541495
"above_65",0.196167197244426,0.194968770633361,-0.0268428065506657,0.508871802822929
"black",0.0657190902361685,0.0659347214112306,0.00191849276965949,0.962339553999499
"hispanic",0.0861004320933113,0.0844962390627581,-0.0132014402516187,0.745251706185291
"bl_hisp",0.15181952232948,0.150430960473989,-0.00867249603403139,0.83097956863113
"driving_alone_to_work",0.801798188714286,0.805637326983487,0.0715898713826226,0.0782653537112922
"smoking",0.172317813393889,0.174389246371594,0.0600983990040054,0.139281088624174
"flu_vac",0.421354252683732,0.418926507018992,-0.0250167703957124,0.538116050851412
"some_college",0.587840959587944,0.585032625851362,-0.0257077860198763,0.52695076694457
"social_association",12.3056203188935,11.9924306049067,-0.0548893756706497,0.176878723245907
"traffic",125.061060882478,102.6315777293,-0.105838755089956,0.00928820589020102
"non_metro",0.61849710982659,0.61849710982659,0,1
"PCTPOVALL_2018",14.2115606936416,14.5954582989265,0.0711990659534907,0.0799044642054299
"population.density",166.281003912073,136.570246628662,-0.0590394944203133,0.14637752122042
"population",88747.9388934765,82985.9942196532,-0.0278523110590141,0.493069860940085
"cases_1",19.8843051515838,18.3165290140016,-0.0383101131767139,0.345826613304545
"cases_2",30.1961030494121,23.0700884528092,-0.0627644977420962,0.122588660345207
"cases_3",29.0645085592527,24.9048339204641,-0.0611118833448578,0.132740305372671
"cases_4",28.0638400824162,26.3575804551445,-0.0232087398876658,0.567881118559763
"cases_5",25.2479773538885,26.4459039369694,0.0167288745202347,0.680547207146925
"cases_6",29.0191875088646,28.8128660162502,-0.00321295829918803,0.936971214091821
"cases_7",28.7295637035731,27.8401027086879,-0.011020312525516,0.786215882374008
"cases_8",29.367844116213,29.1605751560017,-0.00266753336856043,0.947653889543621
"cases_9",29.8257485986334,29.8853878942138,0.00089386405327243,0.982448136013632
"cases_10",38.1081348669339,36.8847980996871,-0.0166422624318886,0.682110360142083
"cases_11",47.9927271797341,49.4498657162576,0.0193388220029111,0.63411378491061
"deaths_1",1.12447564085054,1.01378755849216,-0.0331128328445557,0.415151852011124
"deaths_2",1.24762397271511,1.03029233390173,-0.0601361865918317,0.139032837998828
"deaths_3",1.15517545452849,0.987150189662263,-0.054008481427585,0.18392334332512
"deaths_4",1.23126614130801,1.11496663157391,-0.0295925447794803,0.466459504845441
"deaths_5",1.060919422782,0.917564493184971,-0.0464959846686141,0.252603117153295
"deaths_6",0.950763729164327,0.906964536132948,-0.0139652632939469,0.731068467496234
"deaths_7",0.909505075241949,0.984391171831543,0.0236176906658896,0.561080139482985
"deaths_8",0.832909236868704,0.717471227235343,-0.0412340591990924,0.31027909295337
"deaths_9",0.621204493473163,0.707489724331132,0.0348043822798113,0.391734854919116
"deaths_10",0.622070946970272,0.634485584502065,0.00598380048516087,0.882916861169249
"deaths_11",0.816071448706028,0.717332212536746,-0.029016274376165,0.475181956045609
"cumulative_dose",-0.123856654932287,-0.0503918715367464,0.788872224147403,6.52516300459709e-73
"cumulative_dose_2",-0.123856654932287,-0.0503918715367464,0.788872224147403,6.52516300459709e-73
