"","results.Control.unstrat","results.Treatment.unstrat","results.std.diff.unstrat","results.p.unstrat"
"female",0.499119062473163,0.499760801834848,0.033264263700889,0.413022358969955
"below_18",0.218968331897605,0.221154877636664,0.066886531726527,0.0999099657420482
"above_65",0.196092574955409,0.195043392922379,-0.0234994760486513,0.563042025070327
"black",0.0658933051882741,0.0657605064591249,-0.00118152363081054,0.976801068732894
"hispanic",0.0849402707208918,0.0856564004351774,0.00589316772631953,0.884677732090811
"bl_hisp",0.150833575909166,0.151416906894303,0.00364326330531961,0.928551186749839
"driving_alone_to_work",0.800546151744839,0.806889363952933,0.118415706985815,0.0036218419596903
"smoking",0.171762664131296,0.174944395634186,0.0923681945015219,0.0231504448891571
"flu_vac",0.421246903385632,0.419033856317093,-0.0228041011199536,0.574649021939766
"some_college",0.589834110471511,0.583039474967796,-0.0622237926438735,0.12584100709927
"social_association",12.3687043884715,11.9293465353287,-0.0770296109378957,0.0581657672739727
"traffic",126.096939948404,101.595698663374,-0.115646155812283,0.0044897332418305
"non_metro",0.61849710982659,0.61849710982659,0,1
"PCTPOVALL_2018",14.1462427745665,14.6607762180017,0.0954755023772413,0.0189167611647586
"population.density",166.020223100569,136.831027440165,-0.058002197186004,0.153594528507059
"population",87552.3897605285,84181.5433526011,-0.0162930877397282,0.68842597939286
"cases_1",19.8564769809992,18.3443571845863,-0.0369496239789628,0.363218912815049
"cases_2",30.2591581860859,23.0070333161354,-0.0638763756557098,0.116107629841389
"cases_3",28.9112360050116,25.0581064747052,-0.0566045199632182,0.163743214851014
"cases_4",28.4957555192882,25.9256650182725,-0.0349616563532473,0.389599171759708
"cases_5",25.0364932245384,26.6573880663196,0.0226362246108344,0.577468060681775
"cases_6",29.8654313858588,27.966622139256,-0.0295725588538366,0.466760515639296
"cases_7",29.3002106881032,27.2694557241577,-0.0251624152600239,0.535752900184288
"cases_8",29.2445859339422,29.2838333382725,0.000505110223532173,0.99008113897335
"cases_9",28.7901531730223,30.9209833198248,0.0319406079845889,0.431854768009728
"cases_10",35.8493174613419,39.1436155052791,0.0448253119015136,0.270043211194922
"cases_11",47.2892774286854,50.1533154673063,0.0380159757579605,0.349541081325216
"deaths_1",1.16193712562841,0.976326073714285,-0.0555401788474123,0.171804888652754
"deaths_2",1.31700846709083,0.960907839526012,-0.0986090877227732,0.0153497927706786
"deaths_3",1.15968068082742,0.982644963363335,-0.0569070046401624,0.161505017093237
"deaths_4",1.28697097469282,1.0592617981891,-0.0579588585811438,0.153901849584945
"deaths_5",1.03482464891577,0.943659267051198,-0.0295639751598488,0.466889828959381
"deaths_6",0.949166719716763,0.908561545580512,-0.0129468139559813,0.749999354894509
"deaths_7",1.04720093107927,0.84669531599422,-0.0632630039298488,0.119648747141121
"deaths_8",0.832415005964492,0.717965458139554,-0.040880835769412,0.314440320083229
"deaths_9",0.653425810601156,0.675268407203138,0.00880927447468812,0.828355095033396
"deaths_10",0.628592928748142,0.627963602724195,-0.000303331010088632,0.994043383789661
"deaths_11",0.846124246118084,0.68727941512469,-0.0466871783978712,0.250658542461138
"cumulative_dose",-0.126893321416185,-0.0473552050528488,0.865772366850199,3.848599135537e-85
"cumulative_dose_2",-0.126893321416185,-0.0473552050528488,0.865772366850199,3.848599135537e-85
